Age,Gender,Item Purchased,Category,Season,Review Rating,cluster
40,Male,Coat,Outerwear,Winter,5.0,2
18,Male,Shirt,Clothing,Spring,2.9,1
50,Male,Sneakers,Footwear,Fall,3.2,3
66,Male,Scarf,Accessories,Fall,2.9,0
25,Male,Jewelry,Accessories,Fall,3.3,1
65,Male,Jacket,Outerwear,Fall,2.6,0
53,Male,Jeans,Clothing,Summer,3.5,3
61,Male,Shoes,Footwear,Fall,4.4,0
67,Male,Hoodie,Clothing,Winter,3.4,0
59,Male,Backpack,Accessories,Fall,4.2,0
55,Male,Sneakers,Footwear,Spring,3.6,3
21,Male,Blouse,Clothing,Winter,3.0,1
44,Male,Pants,Clothing,Summer,4.0,2
65,Male,Skirt,Clothing,Fall,4.4,0
65,Male,T-shirt,Clothing,Fall,4.1,0
54,Male,Jacket,Outerwear,Spring,3.6,3
56,Male,Scarf,Accessories,Summer,4.6,3
58,Male,Pants,Clothing,Summer,3.2,0
54,Male,Sneakers,Footwear,Fall,4.8,3
58,Male,Jeans,Clothing,Fall,4.8,0
48,Male,Hat,Accessories,Winter,5.0,3
19,Male,Skirt,Clothing,Fall,3.7,1
69,Male,Sandals,Footwear,Fall,4.6,0
58,Male,Sandals,Footwear,Winter,3.7,0
49,Male,Sweater,Clothing,Spring,4.1,3
32,Male,Sweater,Clothing,Winter,2.7,2
40,Male,Jacket,Outerwear,Spring,4.9,2
25,Male,Shorts,Clothing,Spring,4.0,1
70,Male,Socks,Clothing,Spring,4.7,0
69,Male,Socks,Clothing,Fall,2.8,0
45,Male,Hoodie,Clothing,Winter,4.9,3
29,Male,Socks,Clothing,Fall,4.2,1
47,Male,Boots,Footwear,Fall,3.0,3
28,Male,Shirt,Clothing,Fall,3.4,1
64,Male,Belt,Accessories,Fall,4.6,0
47,Male,Backpack,Accessories,Fall,4.2,3
60,Male,Boots,Footwear,Fall,3.2,0
67,Male,Coat,Outerwear,Winter,4.4,0
35,Male,Hoodie,Clothing,Winter,2.5,2
30,Male,Shoes,Footwear,Summer,3.6,1
23,Male,Shoes,Footwear,Summer,4.5,1
70,Male,Jewelry,Accessories,Summer,3.4,0
21,Male,Dress,Clothing,Winter,3.2,1
51,Male,Boots,Footwear,Spring,4.2,3
22,Male,Hat,Accessories,Spring,5.0,1
32,Male,Backpack,Accessories,Summer,4.7,2
37,Male,Shoes,Footwear,Summer,4.2,2
31,Male,Handbag,Accessories,Winter,3.4,1
44,Male,Sunglasses,Accessories,Fall,4.4,2
40,Male,Hat,Accessories,Winter,4.2,2
27,Male,Scarf,Accessories,Spring,4.5,1
47,Male,Hoodie,Clothing,Fall,2.8,3
41,Male,Backpack,Accessories,Fall,3.3,2
51,Male,Sweater,Clothing,Fall,4.6,3
53,Male,Shorts,Clothing,Summer,2.5,3
43,Male,Scarf,Accessories,Winter,4.7,2
67,Male,Hat,Accessories,Fall,4.6,0
61,Male,Coat,Outerwear,Fall,2.6,0
68,Male,Jewelry,Accessories,Winter,4.0,0
67,Male,Sandals,Footwear,Summer,2.6,0
29,Male,Gloves,Accessories,Spring,4.6,1
50,Male,Backpack,Accessories,Fall,2.6,3
61,Male,Jacket,Outerwear,Spring,4.0,0
19,Male,Backpack,Accessories,Summer,4.6,1
33,Male,Backpack,Accessories,Fall,3.7,2
51,Male,Sunglasses,Accessories,Fall,4.4,3
69,Male,Socks,Clothing,Spring,4.0,0
19,Male,Shoes,Footwear,Fall,4.7,1
55,Male,Pants,Clothing,Fall,3.4,3
49,Male,Jewelry,Accessories,Fall,4.0,3
31,Male,Sunglasses,Accessories,Spring,3.9,1
42,Male,Sandals,Footwear,Winter,4.1,2
69,Male,Sweater,Clothing,Fall,3.7,0
26,Male,Shoes,Footwear,Spring,4.7,1
41,Male,Jewelry,Accessories,Fall,4.3,2
55,Male,Boots,Footwear,Summer,4.1,3
35,Male,Backpack,Accessories,Winter,3.9,2
66,Male,Sandals,Footwear,Spring,2.9,0
36,Male,Sneakers,Footwear,Summer,3.9,2
27,Male,Hoodie,Clothing,Fall,4.3,1
41,Male,Handbag,Accessories,Summer,2.8,2
21,Male,Sweater,Clothing,Winter,3.4,1
53,Male,Sandals,Footwear,Summer,2.7,3
54,Male,Dress,Clothing,Spring,4.0,3
53,Male,Skirt,Clothing,Summer,4.4,3
47,Male,Blouse,Clothing,Winter,3.9,3
64,Male,Skirt,Clothing,Spring,2.8,0
18,Male,Sweater,Clothing,Winter,3.2,1
68,Male,Backpack,Accessories,Summer,4.3,0
62,Male,Hoodie,Clothing,Summer,4.2,0
51,Male,Boots,Footwear,Spring,4.9,3
54,Male,Blouse,Clothing,Summer,3.7,3
22,Male,Hoodie,Clothing,Winter,4.1,1
53,Male,Pants,Clothing,Spring,4.2,3
34,Male,Gloves,Accessories,Spring,3.9,2
32,Male,Hat,Accessories,Summer,2.9,2
64,Male,Sunglasses,Accessories,Winter,3.1,0
20,Male,Scarf,Accessories,Winter,3.6,1
24,Male,Handbag,Accessories,Summer,4.4,1
20,Male,Handbag,Accessories,Fall,3.1,1
42,Male,Jeans,Clothing,Summer,3.9,2
48,Male,Jacket,Outerwear,Winter,4.3,3
62,Male,Backpack,Accessories,Fall,4.9,0
62,Male,Shorts,Clothing,Spring,3.6,0
50,Male,Coat,Outerwear,Fall,5.0,3
57,Male,Shirt,Clothing,Fall,4.1,3
24,Male,Gloves,Accessories,Fall,2.8,1
59,Male,Dress,Clothing,Fall,4.7,0
63,Male,Pants,Clothing,Winter,4.4,0
41,Male,Pants,Clothing,Spring,4.9,2
35,Male,Hoodie,Clothing,Winter,3.1,2
34,Male,Sunglasses,Accessories,Winter,2.6,2
49,Male,T-shirt,Clothing,Fall,2.9,3
43,Male,Jacket,Outerwear,Spring,3.3,2
63,Male,Sweater,Clothing,Spring,4.8,0
38,Male,Jacket,Outerwear,Winter,4.7,2
59,Male,Socks,Clothing,Winter,3.3,0
35,Male,Shirt,Clothing,Spring,4.2,2
48,Male,Jewelry,Accessories,Winter,4.7,3
64,Male,Sunglasses,Accessories,Spring,2.6,0
28,Male,Pants,Clothing,Winter,2.9,1
60,Male,Socks,Clothing,Summer,2.7,0
27,Male,Blouse,Clothing,Fall,3.3,1
56,Male,Sandals,Footwear,Fall,3.4,3
58,Male,Sneakers,Footwear,Spring,4.2,0
30,Male,Shirt,Clothing,Winter,3.8,1
23,Male,Jacket,Outerwear,Summer,4.0,1
33,Male,Sandals,Footwear,Winter,2.7,2
63,Male,Hat,Accessories,Summer,4.7,0
70,Male,Blouse,Clothing,Winter,3.5,0
70,Male,Sweater,Clothing,Fall,3.0,0
19,Male,Gloves,Accessories,Winter,3.3,1
25,Male,Scarf,Accessories,Summer,4.7,1
19,Male,Hoodie,Clothing,Summer,4.7,1
25,Male,Shorts,Clothing,Spring,4.8,1
60,Male,Backpack,Accessories,Summer,2.9,0
35,Male,Sunglasses,Accessories,Spring,4.0,2
46,Male,Shorts,Clothing,Spring,3.1,3
41,Male,Dress,Clothing,Fall,3.5,2
30,Male,Shorts,Clothing,Summer,3.7,1
44,Male,Belt,Accessories,Fall,2.8,2
61,Male,Scarf,Accessories,Summer,4.6,0
55,Male,Boots,Footwear,Winter,3.8,3
50,Male,Handbag,Accessories,Fall,2.6,3
57,Male,Pants,Clothing,Winter,4.1,3
51,Male,Boots,Footwear,Fall,3.3,3
18,Male,Shirt,Clothing,Winter,3.4,1
63,Male,Dress,Clothing,Summer,3.0,0
34,Male,Hoodie,Clothing,Spring,3.2,2
25,Male,Pants,Clothing,Summer,4.5,1
46,Male,Jeans,Clothing,Summer,4.8,3
59,Male,Shirt,Clothing,Spring,3.7,0
37,Male,Backpack,Accessories,Summer,3.4,2
49,Male,Jacket,Outerwear,Summer,4.6,3
22,Male,Scarf,Accessories,Spring,4.1,1
64,Male,Boots,Footwear,Spring,3.5,0
42,Male,Blouse,Clothing,Summer,3.8,2
37,Male,Hoodie,Clothing,Summer,2.6,2
26,Male,Jacket,Outerwear,Fall,4.4,1
33,Male,Jeans,Clothing,Spring,2.6,2
30,Male,Jewelry,Accessories,Spring,3.6,1
21,Male,Socks,Clothing,Spring,4.2,1
22,Male,Shirt,Clothing,Summer,4.6,1
63,Male,Shorts,Clothing,Summer,3.3,0
33,Male,Jewelry,Accessories,Fall,3.4,2
43,Male,Blouse,Clothing,Summer,4.4,2
27,Male,Sweater,Clothing,Summer,4.3,1
35,Male,Jewelry,Accessories,Fall,3.5,2
37,Male,T-shirt,Clothing,Fall,4.7,2
61,Male,Hat,Accessories,Winter,3.1,0
32,Male,Shorts,Clothing,Summer,3.6,2
62,Male,Sweater,Clothing,Winter,4.8,0
29,Male,Jeans,Clothing,Winter,3.7,1
41,Male,Sunglasses,Accessories,Summer,3.2,2
48,Male,Boots,Footwear,Summer,3.9,3
43,Male,Coat,Outerwear,Spring,3.5,2
34,Male,Shirt,Clothing,Spring,2.8,2
45,Male,Dress,Clothing,Fall,2.7,3
65,Male,Shirt,Clothing,Winter,3.1,0
61,Male,Sunglasses,Accessories,Fall,3.6,0
18,Male,Dress,Clothing,Spring,2.9,1
47,Male,Sunglasses,Accessories,Spring,3.6,3
56,Male,Sunglasses,Accessories,Winter,3.5,3
64,Male,Shorts,Clothing,Summer,3.5,0
26,Male,Jeans,Clothing,Summer,2.8,1
22,Male,T-shirt,Clothing,Summer,4.7,1
64,Male,Pants,Clothing,Summer,3.1,0
21,Male,Sunglasses,Accessories,Fall,4.9,1
67,Male,Boots,Footwear,Spring,4.1,0
46,Male,T-shirt,Clothing,Fall,4.7,3
40,Male,Sandals,Footwear,Winter,2.5,2
51,Male,Shorts,Clothing,Spring,4.4,3
35,Male,Hat,Accessories,Fall,3.9,2
56,Male,Scarf,Accessories,Winter,3.7,3
25,Male,T-shirt,Clothing,Fall,3.4,1
65,Male,Gloves,Accessories,Fall,4.8,0
39,Male,Scarf,Accessories,Fall,4.2,2
47,Male,Boots,Footwear,Fall,3.4,3
36,Male,Gloves,Accessories,Spring,2.9,2
66,Male,Coat,Outerwear,Spring,3.3,0
62,Male,Belt,Accessories,Summer,4.8,0
41,Male,Hoodie,Clothing,Fall,3.8,2
66,Male,Shoes,Footwear,Summer,4.6,0
51,Male,Dress,Clothing,Winter,2.6,3
33,Male,Gloves,Accessories,Fall,3.4,2
57,Male,Jewelry,Accessories,Fall,4.2,3
45,Male,Belt,Accessories,Fall,3.9,3
61,Male,Sweater,Clothing,Spring,2.9,0
55,Male,Skirt,Clothing,Fall,4.2,3
54,Male,Sneakers,Footwear,Summer,3.0,3
57,Male,Gloves,Accessories,Winter,3.6,3
27,Male,Coat,Outerwear,Fall,2.5,1
64,Male,Backpack,Accessories,Spring,2.6,0
52,Male,Socks,Clothing,Spring,4.3,3
19,Male,Sneakers,Footwear,Spring,3.3,1
22,Male,Sweater,Clothing,Fall,2.6,1
18,Male,Jeans,Clothing,Fall,3.6,1
29,Male,Hat,Accessories,Winter,2.6,1
42,Male,Hat,Accessories,Summer,3.5,2
49,Male,Handbag,Accessories,Winter,3.0,3
49,Male,Shirt,Clothing,Spring,5.0,3
55,Male,Socks,Clothing,Spring,2.5,3
29,Male,Socks,Clothing,Summer,2.9,1
60,Male,Dress,Clothing,Spring,4.6,0
34,Male,Shoes,Footwear,Spring,3.6,2
30,Male,Scarf,Accessories,Winter,3.0,1
28,Male,Hoodie,Clothing,Summer,4.5,1
63,Male,T-shirt,Clothing,Winter,4.5,0
31,Male,Jeans,Clothing,Winter,3.2,1
46,Male,Shorts,Clothing,Spring,4.0,3
70,Male,Hat,Accessories,Winter,4.8,0
53,Male,Handbag,Accessories,Spring,3.7,3
50,Male,Pants,Clothing,Summer,3.8,3
33,Male,Handbag,Accessories,Fall,2.7,2
22,Male,Sweater,Clothing,Summer,4.9,1
50,Male,Scarf,Accessories,Summer,3.1,3
34,Male,Sneakers,Footwear,Spring,4.2,2
24,Male,Pants,Clothing,Summer,3.8,1
69,Male,Backpack,Accessories,Winter,4.2,0
39,Male,Sandals,Footwear,Summer,4.6,2
42,Male,Socks,Clothing,Fall,4.0,2
42,Male,Coat,Outerwear,Fall,4.0,2
29,Male,Socks,Clothing,Spring,3.8,1
55,Male,Belt,Accessories,Summer,3.3,3
32,Male,Socks,Clothing,Summer,2.6,2
25,Male,Belt,Accessories,Fall,4.9,1
38,Male,Pants,Clothing,Winter,3.5,2
32,Male,Shorts,Clothing,Winter,2.8,2
43,Male,Boots,Footwear,Summer,2.6,2
41,Male,Dress,Clothing,Summer,3.7,2
56,Male,Jeans,Clothing,Summer,2.7,3
27,Male,T-shirt,Clothing,Winter,3.3,1
46,Male,Shoes,Footwear,Fall,4.6,3
48,Male,Boots,Footwear,Fall,4.9,3
52,Male,Scarf,Accessories,Fall,4.9,3
18,Male,Sneakers,Footwear,Winter,2.7,1
64,Male,Boots,Footwear,Summer,3.2,0
54,Male,Handbag,Accessories,Summer,2.9,3
31,Male,Shirt,Clothing,Winter,3.8,1
30,Male,Hat,Accessories,Spring,3.0,1
26,Male,Sweater,Clothing,Summer,3.9,1
25,Male,Handbag,Accessories,Spring,4.7,1
59,Male,Shirt,Clothing,Winter,4.9,0
55,Male,Sunglasses,Accessories,Winter,4.8,3
56,Male,Sneakers,Footwear,Spring,2.5,3
62,Male,Hoodie,Clothing,Spring,3.9,0
35,Male,Shirt,Clothing,Winter,3.4,2
51,Male,Sunglasses,Accessories,Winter,2.5,3
61,Male,Blouse,Clothing,Spring,3.0,0
27,Male,Belt,Accessories,Fall,3.6,1
54,Male,Dress,Clothing,Winter,3.6,3
31,Male,Shoes,Footwear,Fall,4.1,1
24,Male,Socks,Clothing,Fall,3.7,1
42,Male,Socks,Clothing,Spring,3.1,2
41,Male,Shorts,Clothing,Fall,4.2,2
66,Male,Gloves,Accessories,Summer,4.3,0
58,Male,Jacket,Outerwear,Fall,2.5,0
43,Male,Handbag,Accessories,Fall,3.5,2
52,Male,Backpack,Accessories,Summer,3.1,3
35,Male,Boots,Footwear,Summer,2.5,2
23,Male,Gloves,Accessories,Winter,3.9,1
25,Male,Hoodie,Clothing,Spring,4.9,1
33,Male,Coat,Outerwear,Spring,4.3,2
48,Male,Shirt,Clothing,Spring,2.6,3
42,Male,Shirt,Clothing,Summer,4.2,2
55,Male,Sweater,Clothing,Summer,2.6,3
59,Male,Shirt,Clothing,Spring,3.6,0
65,Male,Hoodie,Clothing,Summer,3.2,0
59,Male,Sandals,Footwear,Winter,4.4,0
31,Male,Belt,Accessories,Winter,3.7,1
49,Male,Boots,Footwear,Spring,3.7,3
53,Male,Hoodie,Clothing,Fall,4.1,3
48,Male,Sandals,Footwear,Fall,3.6,3
23,Male,Jeans,Clothing,Spring,4.3,1
68,Male,Shoes,Footwear,Winter,2.6,0
35,Male,Sandals,Footwear,Summer,2.9,2
34,Male,Dress,Clothing,Spring,4.2,2
62,Male,Hat,Accessories,Winter,4.0,0
21,Male,Pants,Clothing,Spring,4.3,1
70,Male,Socks,Clothing,Spring,3.0,0
55,Male,Shirt,Clothing,Summer,3.5,3
43,Male,Shorts,Clothing,Fall,3.0,2
19,Male,Jacket,Outerwear,Fall,3.1,1
47,Male,Hoodie,Clothing,Winter,4.0,3
26,Male,Shoes,Footwear,Spring,4.1,1
46,Male,Skirt,Clothing,Spring,3.3,3
19,Male,Coat,Outerwear,Winter,4.9,1
49,Male,Sneakers,Footwear,Summer,3.9,3
51,Male,Jeans,Clothing,Winter,3.9,3
64,Male,Blouse,Clothing,Winter,4.8,0
67,Male,Sunglasses,Accessories,Summer,2.7,0
37,Male,Jacket,Outerwear,Spring,3.1,2
40,Male,Dress,Clothing,Summer,3.2,2
38,Male,Hat,Accessories,Spring,2.7,2
66,Male,Hoodie,Clothing,Fall,2.5,0
47,Male,Handbag,Accessories,Spring,2.6,3
56,Male,Jeans,Clothing,Spring,2.9,3
51,Male,Boots,Footwear,Summer,4.2,3
25,Male,Jacket,Outerwear,Fall,4.4,1
37,Male,Sandals,Footwear,Summer,4.1,2
41,Male,Belt,Accessories,Summer,3.8,2
64,Male,Handbag,Accessories,Winter,4.9,0
23,Male,Sunglasses,Accessories,Summer,4.9,1
62,Male,Skirt,Clothing,Spring,4.1,0
39,Male,Backpack,Accessories,Spring,3.1,2
52,Male,Sandals,Footwear,Summer,2.7,3
50,Male,Boots,Footwear,Fall,3.8,3
28,Male,Sneakers,Footwear,Fall,4.3,1
67,Male,Skirt,Clothing,Winter,4.1,0
41,Male,Dress,Clothing,Fall,4.4,2
19,Male,Shorts,Clothing,Summer,3.6,1
70,Male,Handbag,Accessories,Winter,3.3,0
49,Male,Scarf,Accessories,Spring,3.6,3
59,Male,Belt,Accessories,Fall,2.8,0
52,Male,Gloves,Accessories,Spring,4.3,3
20,Male,Skirt,Clothing,Summer,3.9,1
31,Male,Shorts,Clothing,Summer,2.7,1
33,Male,Backpack,Accessories,Spring,4.7,2
44,Male,Hoodie,Clothing,Spring,3.8,2
40,Male,Hat,Accessories,Spring,4.7,2
69,Male,Jewelry,Accessories,Spring,4.7,0
29,Male,Shirt,Clothing,Spring,3.4,1
54,Male,Belt,Accessories,Spring,3.5,3
65,Male,Sweater,Clothing,Summer,4.0,0
54,Male,Hat,Accessories,Fall,3.3,3
60,Male,Scarf,Accessories,Summer,4.7,0
43,Male,Hat,Accessories,Summer,2.8,2
44,Male,Jacket,Outerwear,Winter,3.3,2
69,Male,T-shirt,Clothing,Spring,2.9,0
46,Male,Dress,Clothing,Spring,2.8,3
41,Male,Pants,Clothing,Spring,4.2,2
32,Male,Sweater,Clothing,Winter,4.4,2
26,Male,Sunglasses,Accessories,Winter,3.6,1
61,Male,Belt,Accessories,Fall,2.7,0
49,Male,Hoodie,Clothing,Spring,3.4,3
53,Male,Pants,Clothing,Winter,2.8,3
24,Male,Hoodie,Clothing,Winter,3.4,1
37,Male,Sneakers,Footwear,Fall,2.6,2
43,Male,Dress,Clothing,Summer,4.1,2
31,Male,Dress,Clothing,Winter,2.9,1
49,Male,Jeans,Clothing,Spring,2.7,3
69,Male,Sweater,Clothing,Spring,3.7,0
65,Male,Shorts,Clothing,Spring,4.3,0
41,Male,Shirt,Clothing,Winter,2.6,2
37,Male,Belt,Accessories,Summer,4.3,2
70,Male,Coat,Outerwear,Summer,4.1,0
63,Male,Sneakers,Footwear,Fall,4.2,0
55,Male,Shirt,Clothing,Spring,4.2,3
52,Male,Socks,Clothing,Winter,3.1,3
22,Male,Jeans,Clothing,Winter,4.9,1
54,Male,Jeans,Clothing,Spring,4.4,3
28,Male,Sneakers,Footwear,Summer,4.4,1
67,Male,Dress,Clothing,Winter,3.4,0
59,Male,Boots,Footwear,Fall,4.5,0
26,Male,T-shirt,Clothing,Fall,4.5,1
24,Male,Coat,Outerwear,Winter,4.1,1
62,Male,Skirt,Clothing,Winter,3.2,0
70,Male,Sneakers,Footwear,Spring,2.7,0
45,Male,Jeans,Clothing,Spring,3.7,3
58,Male,Hoodie,Clothing,Fall,2.6,0
31,Male,Shoes,Footwear,Summer,2.7,1
32,Male,Shorts,Clothing,Summer,2.7,2
36,Male,Blouse,Clothing,Fall,4.8,2
25,Male,T-shirt,Clothing,Winter,4.8,1
48,Male,Belt,Accessories,Spring,2.6,3
39,Male,Handbag,Accessories,Winter,4.5,2
26,Male,Dress,Clothing,Winter,3.2,1
32,Male,Hat,Accessories,Winter,3.8,2
54,Male,Belt,Accessories,Spring,4.8,3
38,Male,Boots,Footwear,Summer,4.1,2
46,Male,Coat,Outerwear,Spring,2.8,3
57,Male,Blouse,Clothing,Winter,3.9,3
49,Male,Hat,Accessories,Summer,4.9,3
33,Male,Jeans,Clothing,Summer,3.4,2
54,Male,Backpack,Accessories,Winter,4.1,3
47,Male,Dress,Clothing,Summer,2.9,3
36,Male,Hat,Accessories,Fall,3.1,2
68,Male,Sunglasses,Accessories,Spring,3.6,0
60,Male,Hat,Accessories,Fall,3.5,0
55,Male,Dress,Clothing,Summer,3.4,3
29,Male,Shirt,Clothing,Spring,2.9,1
38,Male,Scarf,Accessories,Spring,4.7,2
70,Male,Sneakers,Footwear,Winter,4.4,0
36,Male,Skirt,Clothing,Spring,2.6,2
18,Male,Jewelry,Accessories,Spring,4.4,1
62,Male,Boots,Footwear,Fall,3.7,0
29,Male,Sunglasses,Accessories,Spring,4.4,1
21,Male,Boots,Footwear,Spring,2.5,1
42,Male,Sandals,Footwear,Spring,2.6,2
43,Male,Boots,Footwear,Spring,5.0,2
58,Male,Dress,Clothing,Spring,4.9,0
27,Male,Hoodie,Clothing,Summer,3.7,1
57,Male,Shorts,Clothing,Summer,3.1,3
40,Male,Coat,Outerwear,Fall,3.2,2
45,Male,Jeans,Clothing,Winter,4.4,3
47,Male,Sunglasses,Accessories,Summer,4.3,3
61,Male,Sneakers,Footwear,Winter,3.0,0
60,Male,Jacket,Outerwear,Fall,3.5,0
69,Male,Skirt,Clothing,Spring,3.6,0
58,Male,Sweater,Clothing,Summer,3.8,0
34,Male,T-shirt,Clothing,Fall,3.6,2
20,Male,Belt,Accessories,Spring,4.6,1
56,Male,Gloves,Accessories,Summer,2.5,3
64,Male,Hat,Accessories,Fall,3.5,0
56,Male,Boots,Footwear,Spring,4.0,3
27,Male,Belt,Accessories,Spring,3.5,1
35,Male,Coat,Outerwear,Summer,3.2,2
24,Male,Hat,Accessories,Winter,3.5,1
26,Male,Shoes,Footwear,Summer,3.4,1
32,Male,Handbag,Accessories,Fall,5.0,2
54,Male,Scarf,Accessories,Spring,4.5,3
62,Male,Handbag,Accessories,Summer,2.8,0
50,Male,Pants,Clothing,Winter,4.9,3
70,Male,Shoes,Footwear,Spring,3.1,0
48,Male,Sunglasses,Accessories,Spring,4.8,3
20,Male,Shorts,Clothing,Spring,2.7,1
46,Male,Jacket,Outerwear,Winter,4.6,3
51,Male,Sandals,Footwear,Winter,4.4,3
53,Male,Shoes,Footwear,Fall,3.2,3
44,Male,Jewelry,Accessories,Spring,3.0,2
29,Male,Sandals,Footwear,Summer,4.9,1
64,Male,Pants,Clothing,Spring,3.6,0
51,Male,Shoes,Footwear,Spring,3.8,3
50,Male,Socks,Clothing,Spring,2.9,3
43,Male,Socks,Clothing,Winter,3.9,2
61,Male,Dress,Clothing,Fall,3.6,0
55,Male,Shoes,Footwear,Spring,3.5,3
56,Male,Hat,Accessories,Fall,4.0,3
33,Male,Backpack,Accessories,Summer,4.8,2
43,Male,Backpack,Accessories,Winter,3.9,2
21,Male,Pants,Clothing,Summer,4.5,1
58,Male,Gloves,Accessories,Spring,4.8,0
41,Male,Scarf,Accessories,Spring,2.6,2
39,Male,Hoodie,Clothing,Summer,3.1,2
54,Male,Jeans,Clothing,Spring,4.7,3
43,Male,Backpack,Accessories,Spring,2.9,2
28,Male,Sandals,Footwear,Summer,3.8,1
59,Male,Belt,Accessories,Summer,3.8,0
28,Male,Shoes,Footwear,Summer,3.0,1
68,Male,Gloves,Accessories,Summer,4.1,0
20,Male,Belt,Accessories,Summer,3.4,1
21,Male,Jacket,Outerwear,Fall,2.5,1
50,Male,Dress,Clothing,Spring,4.9,3
32,Male,Shirt,Clothing,Winter,2.8,2
24,Male,Scarf,Accessories,Fall,4.5,1
55,Male,Coat,Outerwear,Winter,4.9,3
61,Male,Handbag,Accessories,Winter,4.9,0
61,Male,Sunglasses,Accessories,Winter,3.5,0
28,Male,T-shirt,Clothing,Summer,3.5,1
60,Male,Shirt,Clothing,Winter,4.9,0
49,Male,Handbag,Accessories,Winter,3.0,3
33,Male,Jewelry,Accessories,Summer,2.8,2
45,Male,Hoodie,Clothing,Summer,3.7,3
29,Male,Gloves,Accessories,Spring,3.6,1
58,Male,Coat,Outerwear,Winter,3.3,0
22,Male,Sandals,Footwear,Spring,3.4,1
55,Male,Boots,Footwear,Fall,4.0,3
19,Male,Pants,Clothing,Spring,4.6,1
68,Male,Socks,Clothing,Fall,4.2,0
61,Male,Blouse,Clothing,Fall,2.8,0
68,Male,Handbag,Accessories,Fall,3.7,0
52,Male,Jewelry,Accessories,Spring,3.4,3
41,Male,Pants,Clothing,Fall,3.0,2
29,Male,Belt,Accessories,Fall,4.8,1
68,Male,Jeans,Clothing,Fall,4.0,0
36,Male,Shirt,Clothing,Summer,4.9,2
55,Male,Belt,Accessories,Spring,4.9,3
28,Male,Jeans,Clothing,Spring,3.3,1
39,Male,Jeans,Clothing,Summer,4.4,2
54,Male,Sweater,Clothing,Fall,3.5,3
40,Male,Sneakers,Footwear,Winter,4.2,2
31,Male,Socks,Clothing,Fall,4.2,1
30,Male,Socks,Clothing,Fall,2.7,1
45,Male,Sunglasses,Accessories,Fall,2.8,3
48,Male,Sneakers,Footwear,Winter,3.8,3
45,Male,Socks,Clothing,Fall,2.6,3
60,Male,Shoes,Footwear,Fall,3.0,0
59,Male,Blouse,Clothing,Spring,3.3,0
18,Male,Shorts,Clothing,Winter,4.9,1
70,Male,Jacket,Outerwear,Spring,3.3,0
20,Male,Sweater,Clothing,Winter,2.9,1
65,Male,Jacket,Outerwear,Spring,4.4,0
29,Male,Scarf,Accessories,Summer,3.1,1
22,Male,Jacket,Outerwear,Winter,2.5,1
27,Male,Sweater,Clothing,Summer,2.6,1
36,Male,Coat,Outerwear,Summer,4.4,2
59,Male,Boots,Footwear,Fall,2.6,0
62,Male,Hoodie,Clothing,Summer,3.3,0
34,Male,Hat,Accessories,Spring,3.5,2
59,Male,T-shirt,Clothing,Spring,4.1,0
49,Male,Coat,Outerwear,Winter,4.0,3
18,Male,Dress,Clothing,Summer,2.7,1
55,Male,Shirt,Clothing,Fall,2.5,3
38,Male,Skirt,Clothing,Fall,4.3,2
50,Male,Jewelry,Accessories,Summer,3.3,3
61,Male,Hat,Accessories,Summer,2.6,0
48,Male,Shorts,Clothing,Fall,3.5,3
22,Male,Scarf,Accessories,Spring,4.0,1
48,Male,Jewelry,Accessories,Fall,2.6,3
57,Male,Sunglasses,Accessories,Summer,4.9,3
33,Male,Coat,Outerwear,Spring,2.9,2
58,Male,Jacket,Outerwear,Winter,3.7,0
37,Male,Sweater,Clothing,Fall,4.4,2
18,Male,Coat,Outerwear,Summer,4.4,1
65,Male,Scarf,Accessories,Fall,3.8,0
62,Male,Belt,Accessories,Spring,4.5,0
54,Male,Hat,Accessories,Winter,2.6,3
35,Male,Backpack,Accessories,Summer,3.3,2
34,Male,T-shirt,Clothing,Fall,4.1,2
25,Male,Jewelry,Accessories,Winter,3.0,1
53,Male,Sunglasses,Accessories,Winter,3.0,3
45,Male,Jeans,Clothing,Winter,3.4,3
49,Male,Pants,Clothing,Winter,2.7,3
40,Male,Backpack,Accessories,Spring,3.8,2
38,Male,Scarf,Accessories,Spring,4.2,2
44,Male,Sweater,Clothing,Spring,4.7,2
68,Male,Jewelry,Accessories,Spring,4.1,0
60,Male,Sneakers,Footwear,Winter,4.2,0
25,Male,Jewelry,Accessories,Winter,4.8,1
19,Male,Coat,Outerwear,Summer,3.0,1
57,Male,Coat,Outerwear,Fall,2.6,3
58,Male,Sunglasses,Accessories,Summer,3.2,0
49,Male,Handbag,Accessories,Spring,3.6,3
19,Male,Sweater,Clothing,Fall,2.6,1
50,Male,Pants,Clothing,Spring,4.4,3
30,Male,Gloves,Accessories,Fall,3.0,1
52,Male,Sweater,Clothing,Fall,2.9,3
35,Male,Hoodie,Clothing,Spring,4.3,2
35,Male,Hat,Accessories,Fall,3.1,2
33,Male,T-shirt,Clothing,Spring,3.0,2
52,Male,Skirt,Clothing,Winter,3.6,3
69,Male,Sneakers,Footwear,Fall,2.8,0
27,Male,Shorts,Clothing,Fall,2.8,1
66,Male,Hoodie,Clothing,Winter,4.9,0
28,Male,Hoodie,Clothing,Fall,3.0,1
22,Male,Shoes,Footwear,Summer,4.1,1
69,Male,Hoodie,Clothing,Spring,4.6,0
28,Male,Sunglasses,Accessories,Summer,4.8,1
